Name,Slug,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Services,Specialties,Type,Price Range,Rating,Review Count,Status,Featured,Date Added,Latitude,Longitude
PetSuites Northshore,petsuites-northshore-covington-la,"PetSuites Northshore is the premiere boarding, daycare, grooming, and training facility, committed to providing exceptional service to our pet guests and pet parents in Covington, Louisiana.",975 Hwy 190 East Service Rd,Covington,Louisiana,70433,(985) 718-4990,https://northshore.petsuitesofamerica.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26y_source%3D1_MTE2NjkwNzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,"https://www.google.com/maps/place/PetSuites+Northshore/@30.4227283,-90.0831115,14z/data=!4m8!1m2!2m1!1sPetSuites+Northshore!3m4!1s0x86275b519f9ba37f:0x4768a6c34a653b50!8m2!3d30.4227283!4d-90.0831115",https://lh3.googleusercontent.com/gps-cs-s/AHVAwereTTkuZchsbVsbFWmFN4o0a-SMb77JlfwG0Jjkw4LbobYEQ8wK6_TzTCGhK771fesXCE_VRQLwiDRlwyNBxU_zxamrfaLpppfEZmAfGgAOZCfS_6Gm7VuSSGf4naMrW9iNlzWr=w800-h500-k-no,"Sunday: 7AM–5PM, Monday: 6:30AM–7PM, Tuesday: 6:30AM–7PM, Wednesday: 6:30AM–7PM, Thursday: 6:30AM–7PM, Friday: 6:30AM–7PM, Saturday: 7AM–5PM",,,Full-Service Salon,,4.6,352.0,Active,False,2026-04-01,30.4227283,-90.0831115
4 Seasons Barks and Bubbles,4-seasons-barks-and-bubbles-mandeville-la,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true}, ""Payments"": {""Credit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",2020 Woodrow St STE B,Mandeville,Louisiana,70448,(985) 327-3047,http://www.4seasonsbarksandbubbles.com/,"https://www.google.com/maps/place/4+Seasons+Barks+and+Bubbles/@30.360614799999997,-90.06435479999999,14z/data=!4m8!1m2!2m1!1s4+Seasons+Barks+and+Bubbles!3m4!1s0x862759268e58c86f:0x496b0b667c603697!8m2!3d30.360614799999997!4d-90.06435479999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQ2rcM3yBOA__KHjs-HKsm-H3VQO-TAqMU5YB93ptp91sn-gMAq_j1odJZdsDjmrL5mm-sqtiMhX1wgIHAHPW3Stj1R-w5peEl9BEjbOyWc3NKjh_F67Oo3X-_HLr5S8Il_zU=w800-h500-k-no,,,,Self-Service Wash,,5.0,17.0,Active,False,2026-04-01,30.3606148,-90.06435479999999
Pet Story NY,pet-story-ny-new-york-ny,"{""From the business"": {""Identifies as Asian-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible restroom"": false}, ""Planning"": {""Accepts walk-ins"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""Identifies as Asian-owned"": true}}",120 Riverside Blvd,New York,New York,10069,(917) 965-2001,http://www.petstoryny.com/,"https://www.google.com/maps/place/Pet+Story+NY/@40.7762667,-73.98905429999999,14z/data=!4m8!1m2!2m1!1sPet+Story+NY!3m4!1s0x89c259deb6564b8d:0xf934b7352a391253!8m2!3d40.7762667!4d-73.98905429999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweop3rkT_yPFfaDJrJkrtS4gyZyQGd7rUo0RfCDTpc7BUYElizJNPCcWpJjAfK7PO_RX6SRCy8zmq-GHt95zBJ0yxN_wKsxeXrvbfRvVcC_ft9Rqs8jPbGWQXf42IH9TSOF3bHuntVD-5Mg=w800-h500-k-no,Daily: 9:30AM–7PM,Cat Grooming,Cat Grooming,Pet Store with Grooming,,5.0,218.0,Active,False,2026-04-01,40.7762667,-73.98905429999999
Celebrity Pets Luxury Mobile Grooming,celebrity-pets-luxury-mobile-grooming-kenner-la,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",4069 E Loyola Dr,Kenner,Louisiana,70065,(504) 723-9086,https://www.celebpetspa.com/,"https://www.google.com/maps/place/Celebrity+Pets+Luxury+Mobile+Grooming/@30.0370718,-90.26439909999999,14z/data=!4m8!1m2!2m1!1sCelebrity+Pets+Luxury+Mobile+Grooming!3m4!1s0x8620b77423702b83:0xa22aa114918ff378!8m2!3d30.0370718!4d-90.26439909999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAd5a7l04B2N_rivu12Ld0bRuC4dQ1FmUGcJBvyAM4Wg4gppRACj5xlb7cYsx-5yGSnf_3SGtqKkb0xJpq3NrecjRaGEqli-CdeJs50SIFr7CTPu5b_XrfWoIb0H_7cQGbOTuT=w800-h500-k-no,"Sunday: Closed, Monday: 8AM–6PM, Tuesday: 8AM–6PM, Wednesday: 8AM–6PM, Thursday: 8AM–6PM, Friday: 8AM–6PM, Saturday: 8AM–6PM",,Mobile Grooming,Mobile Grooming,,5.0,51.0,Active,False,2026-04-01,30.0370718,-90.2643991
Pet Wash Station at Tractor Supply,pet-wash-station-at-tractor-supply-gonzales-la,"Roofing by ABC offers expert residential and
commercial roofing services across Gardena, Hawthorne, Inglewood, Torrance, Redondo Beach,
and surrounding communities. Serving zip codes including 90247, 90248, 90250, and more, we
are your trusted roofing partner for quality, reliability, and exceptional service.",414 Louisiana 30 W,Gonzales,Louisiana,70737,(225) 644-3900,https://www.tractorsupply.com/tsc/store_Gonzales-LA-70737_1213,"https://www.google.com/maps/place/Pet+Wash+Station+at+Tractor+Supply/@30.212273699999997,-90.92391909999999,14z/data=!4m8!1m2!2m1!1sPet+Wash+Station+at+Tractor+Supply!3m4!1s0x8626b5614c90c3f1:0x41594fe2cfd1be73!8m2!3d30.212273699999997!4d-90.92391909999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRSnQZJzjqJXU0YnBnpMV6uViiR0zorgBqoiOkN54Nd7yj10qk8thuhRJMrJMOV4h7vgrDOB5PDtlRNcfGlPHbgEfSUblQL6sp5ZNJ6NivZJ2WVhuZxATAAiCJqdFBEhFND_4L=w800-h500-k-no,"Sunday: 9AM–7PM, Monday: 8AM–9PM, Tuesday: 8AM–9PM, Wednesday: 8AM–9PM, Thursday: 8AM–9PM, Friday: 8AM–9PM, Saturday: 8AM–9PM",,,Full-Service Salon,,1.0,1.0,Active,False,2026-04-01,30.2122737,-90.9239191
THE DOG-BER SHOP,the-dog-ber-shop-gonzales-la,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",14115 LA-44 suite a,Gonzales,Louisiana,70737,(225) 644-2636,https://rymaps.org/business/the-dog-ber-shop-tf0ou6,"https://www.google.com/maps/place/THE+DOG-BER+SHOP/@30.2727923,-90.9216545,14z/data=!4m8!1m2!2m1!1sTHE+DOG-BER+SHOP!3m4!1s0x8626b63e482d00bd:0xc6a6a1c6e14be3bc!8m2!3d30.2727923!4d-90.9216545",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_mSxrtsXAUxT50mhtewd78H2Ma3jeqHuiaiVwGLgomo34iozipb-gVmsDbIB2IO5CRbQq5WAnp6STGIf0YWrPNzsXcLtnXnl1KBAdnevQsq27hO45-Em_Ft8ENDbWOnFP2QM82w=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 7:30AM–4:30PM, Wednesday: 7:30AM–4:30PM, Thursday: 7:30AM–4:30PM, Friday: 7:30AM–4:30PM, Saturday: 7:30AM–4:30PM",,,Full-Service Salon,,3.9,75.0,Active,False,2026-04-01,30.2727923,-90.9216545
Star Power! Dog Grooming,star-power-dog-grooming-new-orleans-la,"{""From the business"": {""Identifies as LGBTQ+ owned"": true, ""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true, ""Identifies as LGBTQ+ owned"": true}}",3103 St Claude Ave,New Orleans,Louisiana,70117,(504) 308-1005,https://www.facebook.com/StarPowerGrooming,"https://www.google.com/maps/place/Star+Power%21+Dog+Grooming/@29.9679202,-90.0440007,14z/data=!4m8!1m2!2m1!1sStar+Power%21+Dog+Grooming!3m4!1s0x8620a7001f09f54d:0x2a4615f6d19ad1c2!8m2!3d29.9679202!4d-90.0440007",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoX8W-h_MAQcB7t_Mdz2enpFR0JNvfDaVsbj7Vw7cFLvEUBNHMGTBhhRiWKDARQDUdWqsuzS0AeSG43QKv1hJqkRrXod04o2tsyVxGSnvgzer9PQrMrrgwCYrwDWMiES9DJsum0FIWsHBI_=w800-h500-k-no,"Sunday: 10AM–4PM, Monday: 10AM–4PM, Tuesday: 10AM–4PM, Wednesday: 10AM–4PM, Thursday: Closed, Friday: Closed, Saturday: Closed",,,Full-Service Salon,,5.0,8.0,Active,False,2026-04-01,29.9679202,-90.0440007
Poochie Bella's Pet Grooming,poochie-bella-s-pet-grooming-gretna-la,"Our amazingly talented and compassionate groomers will pamper your pet from head to tail. They have a passion for grooming and produce quality work. They are available to groom your pet Monday through Saturday from 8am to 4pm. We are located in Gretna, Louisiana 504-301-0089",732 Westbank Expy,Gretna,Louisiana,70053,(504) 301-0089,https://www.poochiebellas.com/,"https://www.google.com/maps/place/Poochie+Bella%27s+Pet+Grooming/@29.907848899999998,-90.0582228,14z/data=!4m8!1m2!2m1!1sPoochie+Bella%27s+Pet+Grooming!3m4!1s0x8620a694564febd9:0xf52fe610e62140ec!8m2!3d29.907848899999998!4d-90.0582228",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepGwAgkSV3vQrlsNeNw0B7blLyfEtBrFpR-io4BZsGxwb_UmJ18Cv2zuIzYVgqO7RqIqHD-ZcX5O1sW6GdFJ0DVtMTZf_nMp7aJrEhO5-gHMuNLWbvBWA2xgpaxNKIJHeSLvXjW-g=w800-h500-k-no,"Sunday: Closed, Monday: 8AM–3PM, Tuesday: 8AM–3PM, Wednesday: 8AM–3PM, Thursday: 8AM–3PM, Friday: 8AM–3PM, Saturday: 8AM–3PM",,,Pet Spa,,4.2,115.0,Active,False,2026-04-01,29.9078489,-90.0582228
Big Easy Animal Rescue & Pet Shop,big-easy-animal-rescue-pet-shop-new-orleans-la,"{""From the business"": {""Identifies as LGBTQ+ owned"": true, ""Identifies as women-owned"": true, ""Small business"": true}, ""Service options"": {""Curbside pickup"": true, ""In-store pickup"": true, ""In-store shopping"": true, ""Onsite services"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true, ""Identifies as LGBTQ+ owned"": true}}",839 Spain St,New Orleans,Louisiana,70117,(504) 324-7773,http://bigeasyanimalrescue.org/,"https://www.google.com/maps/place/Big+Easy+Animal+Rescue+%26+Pet+Shop/@29.9667112,-90.0530003,14z/data=!4m8!1m2!2m1!1sBig+Easy+Animal+Rescue+%26+Pet+Shop!3m4!1s0x8620a7ed5260629b:0xf31da5059456461a!8m2!3d29.9667112!4d-90.0530003",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep7hTDI2XNix4un640rPTtgArHmDpDVxSFgnz8gsqXcmjHdNzFE50TTxKJgWUKXWfHCdWqlMJWNQjgO-w8xvR3_23AasTZq6qhF43TL54ZV2PJvPJI65G6K5dWAYWbewLqw3DBe=w800-h500-k-no,"Sunday: 11AM–5PM, Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: 11AM–5PM",Creative Grooming,,Pet Store with Grooming,,4.7,211.0,Active,False,2026-04-01,29.9667112,-90.0530003
Furrytails Pet Spa,furrytails-pet-spa-gretna-la,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",1124 Huey P Long Ave,Gretna,Louisiana,70053,(504) 340-4044,http://furrytailspetspa.com/,"https://www.google.com/maps/place/Furrytails+Pet+Spa/@29.9096865,-90.05998129999999,14z/data=!4m8!1m2!2m1!1sFurrytails+Pet+Spa!3m4!1s0x8620a38cedbe68d1:0x10c29d4b0140e0c1!8m2!3d29.9096865!4d-90.05998129999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoRUQvcxxCu4_SuPDIYYORmOu4sKjwZ4ehlFVjwti3anqza5nYrnYSb4JCnsy5GkUD_mXwdSEtqRtTdIrQ9lD-Jcmdum7daIOaOS2Ra8GJgJOXWSk1DDA4rlCHboM5DcSbw2uR6=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 7AM–5PM, Wednesday: 7AM–5PM, Thursday: 7AM–5PM, Friday: 7AM–5PM, Saturday: 8:30AM–5PM",,,Pet Spa,,4.4,103.0,Active,False,2026-04-01,29.9096865,-90.05998129999999
Pet Palace Salon,pet-palace-salon-metairie-la,"{""From the business"": {""Identifies as LGBTQ+ owned"": true, ""Identifies as women-owned"": true}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""Identifies as women-owned"": true, ""Identifies as LGBTQ+ owned"": true}}",2315 Metairie Rd,Metairie,Louisiana,70001,(504) 837-0933,http://www.petpalacesalon.com/,"https://www.google.com/maps/place/Pet+Palace+Salon/@29.9836302,-90.1492317,14z/data=!4m8!1m2!2m1!1sPet+Palace+Salon!3m4!1s0x8620afdcd2fcde85:0xd3b1b78b21b61f51!8m2!3d29.9836302!4d-90.1492317",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqn12dmTnhfq-eGvE5w64Li1_EtK4RPItalULojkJNbWPqfEPXokXBuPA-2UO15oIjQyP_xhJ1yhASYwGmFUa0xt5Gywid0VdmuYhZ-nL0f0ICss2PInMiyd-K-Zu9XpFXBPKvTCg=w800-h500-k-no,"Sunday: Closed, Monday: 7:30AM–6PM, Tuesday: 7:30AM–6PM, Wednesday: 7:30AM–6PM, Thursday: 7:30AM–6PM, Friday: 7:30AM–6PM, Saturday: Closed",,,Full-Service Salon,,4.4,69.0,Active,False,2026-04-01,29.9836302,-90.1492317
Pawlins,pawlins-jefferson-la,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Parking"": {""Free parking lot"": true, ""Paid parking lot"": true}}",3501 River Rd,Jefferson,Louisiana,70121,(504) 302-7200,http://www.pawlins.com/,"https://www.google.com/maps/place/Pawlins/@29.9583072,-90.1619644,14z/data=!4m8!1m2!2m1!1sPawlins!3m4!1s0x8620bb4705418445:0x30bb882c240b1239!8m2!3d29.9583072!4d-90.1619644",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerk_Yqa3XntqD2Tb7h5-8lFyXHpH2xP625UFjqBJjJq7f7m4g1wZy7El7SH7XuAoQVnb7xrjb_RuUM4rdUEyxzias_p-FQMOiiZw-C43sxXRUfdZhpomw3FPUkQitK_31kh2iOm-w=w800-h500-k-no,"Sunday: Closed, Monday: 6:30AM–8PM, Tuesday: 6:30AM–8PM, Wednesday: 6:30AM–8PM, Thursday: 6:30AM–8PM, Friday: 6:30AM–8PM, Saturday: 7AM–7PM",,,Full-Service Salon,,4.9,1317.0,Active,False,2026-04-01,29.9583072,-90.1619644
Coral Reef Pet Shop,coral-reef-pet-shop-new-orleans-la,"{""From the business"": {""Small business"": true}, ""Service options"": {""Onsite services"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",906 Harrison Ave,New Orleans,Louisiana,70124,(504) 488-0264,http://coralreefpets.com/,"https://www.google.com/maps/place/Coral+Reef+Pet+Shop/@30.003858299999997,-90.1034808,14z/data=!4m8!1m2!2m1!1sCoral+Reef+Pet+Shop!3m4!1s0x8620af0e14489131:0x561c48a3a52f3cb5!8m2!3d30.003858299999997!4d-90.1034808",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepIAxH891oAy_vKtjF5XiA4pkfT05uyxhrmey4onJKOSzrOUPibPuk-zFsnXmCu1lmwQ3z63SZaz83iCObVrORF9rRkPNmFVhRWsts4uNA8F8e5US17TVpAohivwnJhZokmWH4h=w800-h500-k-no,"Sunday: Closed, Monday: 10AM–6PM, Tuesday: 10AM–6PM, Wednesday: 10AM–6PM, Thursday: 10AM–6PM, Friday: 10AM–6PM, Saturday: 10AM–6PM",,,Pet Store with Grooming,,4.3,97.0,Active,False,2026-04-01,30.0038583,-90.1034808
BSC Grooming,bsc-grooming-clark-sd,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",506 1st Ave E,Clark,South Dakota,57225,(605) 880-3441,https://www.facebook.com/BSCDogGrooming,"https://www.google.com/maps/place/BSC+Grooming/@44.877648199999996,-97.72806729999999,14z/data=!4m8!1m2!2m1!1sBSC+Grooming!3m4!1s0x52cd5188840677dd:0x5ed96aa55deef2a!8m2!3d44.877648199999996!4d-97.72806729999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y9r1Ew8YLDTXoVGaQf-tqA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=352.8087&pitch=0&thumbfov=100,"Sunday: Closed, Monday: Closed, Tuesday: 8AM–5PM, Wednesday: 8AM–5PM, Thursday: 8AM–5PM, Friday: 8AM–5PM, Saturday: 8AM–12PM",,,Full-Service Salon,,5.0,1.0,Active,False,2026-04-01,44.8776482,-97.7280673
The Pet Place,the-pet-place-aberdeen-sd,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",305 N Main St #1,Aberdeen,South Dakota,57401,(605) 262-0185,http://www.thepetplacesite.com/,"https://www.google.com/maps/place/The+Pet+Place/@45.468947799999995,-98.4882231,14z/data=!4m8!1m2!2m1!1sThe+Pet+Place!3m4!1s0x52d24495c498bd6d:0x50bc1bbcb900af4f!8m2!3d45.468947799999995!4d-98.4882231",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZn_xMOCq7ndOK-jKwAj0olGM61AC76ExoVOWJaB_g2-SQyEd1vmXue0wJ5YPDZ3p6UBzBevqQdKlXm6TxMp_kpIrrdxGu-HPXo5STrxKiiP9Z1lmChWrpeBUpbgo7_eLsDgfGzw=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 8AM–4PM, Wednesday: 8AM–6PM, Thursday: 8AM–4PM, Friday: 8AM–4PM, Saturday: 8AM–4PM",,,Pet Store with Grooming,,4.2,37.0,Active,False,2026-04-01,45.4689478,-98.4882231
The Dog Shop,the-dog-shop-aberdeen-sd,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",624 6th Ave SW,Aberdeen,South Dakota,57401,(605) 725-4325,http://dogshopgroom.com/,"https://www.google.com/maps/place/The+Dog+Shop/@45.459608499999995,-98.4978574,14z/data=!4m8!1m2!2m1!1sThe+Dog+Shop!3m4!1s0x52d2451135618863:0x94bd68492b0bad78!8m2!3d45.459608499999995!4d-98.4978574",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerhL-jDVZ7xp_I9On1sLjLPc0VBVEAhKrG2c8WrHS508raCwPwKWfh933iui7SL-JM01TMxk3IISoGGFu9-FGDryZ9y0-DLHte6uRPKXDNaSL20Bs9etWqszt_DeUTqBlkeiFPj3RAJWsL_=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 6:30AM–4PM, Wednesday: 6:30AM–4PM, Thursday: Closed, Friday: Closed, Saturday: Closed",,,Full-Service Salon,,4.7,46.0,Active,False,2026-04-01,45.45960849999999,-98.4978574
Heads To Tails,heads-to-tails-aberdeen-sd,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",1923 6th Ave SE Suite 105,Aberdeen,South Dakota,57401,(605) 290-5351,https://www.facebook.com/HeadsToTails2024/,"https://www.google.com/maps/place/Heads+To+Tails/@45.450324099999996,-98.4552911,14z/data=!4m8!1m2!2m1!1sHeads+To+Tails!3m4!1s0x52d245d9430d00fd:0x1c655c7f3dc657aa!8m2!3d45.450324099999996!4d-98.4552911",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKwy5DEaE2BOceyqmcy_GOs86FPmxNa9CMljay56o3S2Bv_WYwJKc0CkiPSGfkN-mxG1moarTzJNBmfYWVLrUx3TS9Yw2B1khJcxKrcIUi21mqMFD6Suf_EgPC9LXbUuk_yFc8hQ=w800-h500-k-no,"Sunday: Closed, Monday: 11AM–6PM, Tuesday: 10AM–6PM, Wednesday: 10AM–6PM, Thursday: 10AM–6PM, Friday: 10AM–6PM, Saturday: 10AM–5PM",,,Pet Store with Grooming,,4.8,16.0,Active,False,2026-04-01,45.4503241,-98.4552911
Aberdeen Prairie Paws LLC,aberdeen-prairie-paws-llc-aberdeen-sd,"Charmed Hair Studio offers extension consultation, women’s haircut, and wash & blowout in Blacksburg, VA. Established in 2013, the salon provides hair coloring, cutting, lash extensions, and nail services.",515 Enterprise St N #211,Aberdeen,South Dakota,57401,(605) 228-9663,https://www.vagaro.com/aberdeenprairiepawsllc,"https://www.google.com/maps/place/Aberdeen+Prairie+Paws+LLC/@45.4693002,-98.4224227,14z/data=!4m8!1m2!2m1!1sAberdeen+Prairie+Paws+LLC!3m4!1s0x52d243d9df6538b5:0x23bb3f71e6908224!8m2!3d45.4693002!4d-98.4224227",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerd3Han9oKPG9AlbhgPQp0KsLKiX8tlRzCeYUviPcbHWitH59VMvLlNwC7sAYCkG9VQyp0EmoxQOYsl7n7Nn-jtJbTtUI9Vt5YEmMfqTtBolSgnf4mv77OoU9xmvUFAg7WpW1W_553aSmD4=w800-h500-k-no,,Creative Grooming,,Full-Service Salon,,5.0,3.0,Active,False,2026-04-01,45.4693002,-98.4224227
Dakota Kennels,dakota-kennels-aberdeen-sd,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",38711 137th St #8507,Aberdeen,South Dakota,57401,(605) 229-1126,https://www.facebook.com/pages/Dakota-Kennels/105241932874284,"https://www.google.com/maps/place/Dakota+Kennels/@45.401344599999995,-98.4934792,14z/data=!4m8!1m2!2m1!1sDakota+Kennels!3m4!1s0x52d25af4cfa5901f:0x14d71e1ca9d43150!8m2!3d45.401344599999995!4d-98.4934792",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6V1QjsITWmt7CQtSP3oUX132cy0WQXoee0ctxjMZXbO59r_wZe-EGL7mednKAqviJdYg0ZVgv0sn-Rc5B-1EbF0d8Ciujbj8Es1CUKhwyyPO-s2NBrlCivZpjHOW5uByL6Z9Z=w800-h500-k-no,Daily: Open 24 hours,,,Full-Service Salon,,3.7,3.0,Active,False,2026-04-01,45.40134459999999,-98.4934792
Four Dogs,four-dogs-aberdeen-sd,"Premium UV & sunless tanning services downtown Columbia Falls, Montana.",4801 Maloney Ave NE,Aberdeen,South Dakota,57401,(605) 626-1449,https://booking.moego.pet/ol/FourDogsLLC/book,"https://www.google.com/maps/place/Four+Dogs/@45.471433,-98.418397,14z/data=!4m8!1m2!2m1!1sFour+Dogs!3m4!1s0x52d245f93d9fa45f:0x95dce61c4a3f35a!8m2!3d45.471433!4d-98.418397",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoTvh2YYCIAYVgv0s1ZZjN5gmGdGEEsqFNi2YxHSG20XHf7n98cl1udKXgnnCFj7dhh5Tebj01a_gU6ifCihpwK-dldUjRs9jdR6HcnnyyyH4ecAbABCEd0ANctazBVly2LRBmj9g=w800-h500-k-no,"Sunday: Closed, Monday: 8AM–6PM, Tuesday: 8AM–6PM, Wednesday: 8AM–6PM, Thursday: 8AM–6PM, Friday: 8AM–6PM, Saturday: Closed",,,Full-Service Salon,,5.0,3.0,Active,False,2026-04-01,45.471433,-98.418397
Diamonds in the Ruff Grooming,diamonds-in-the-ruff-grooming-sioux-falls-sd,"Diamonds In The Ruff Dog Grooming and Spa Services Sioux Falls and the Surrounding Areas in South Dakota. From brushing your dogs teeth, trimming or grinding nails, to full service grooming and bathing, we are your go-to Dog Groomer in Sioux Falls, SD and surrounding areas!",46808 SD-38,Sioux Falls,South Dakota,57107,(605) 679-7776,https://diamondsintheruffsf.com/,"https://www.google.com/maps/place/Diamonds+in+the+Ruff+Grooming/@43.602123999999996,-96.8492966,14z/data=!4m8!1m2!2m1!1sDiamonds+in+the+Ruff+Grooming!3m4!1s0x6a055ff716307ee9:0xd0bef24da9364951!8m2!3d43.602123999999996!4d-96.8492966",https://lh3.googleusercontent.com/gps-cs-s/AHVAweozYrKWhCMDgDQyjrUcOrHB0InCyDmP_5z5jCUlQe6uIy6d7x-2BeuMPl1EAHKw7bD9CL1OrBzqevlFZQ4wpgLg2CtkNfXcLEY4SO5DlM0rBY68N8eiNk-hD8OV60X1JsfXLsD2ZA=w800-h500-k-no,"Sunday: Closed, Monday: 8AM–6PM, Tuesday: 8AM–6PM, Wednesday: 8AM–6PM, Thursday: 8AM–6PM, Friday: 8AM–6PM, Saturday: Closed","Bath & Brush, Full Grooming",,Full-Service Salon,,4.8,85.0,Active,False,2026-04-01,43.602124,-96.8492966
